Pos,ID,Name,BV,SV,Team,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,Elite%
M,239,Adama,5.0,5.0,Fulham,61,3.01,58,2.81,55,2.64,55,2.50,56,1.91,54,2.42,53,2.43,53,2.66,0.00
M,240,Andreas,5.5,5.5,Fulham,72,3.57,69,3.47,66,3.23,69,3.12,65,2.23,65,3.00,64,2.96,65,3.48,0.01
D,241,Bassey,4.5,4.5,Fulham,83,2.69,80,2.36,80,2.15,79,2.23,78,0.93,75,2.11,76,2.33,72,2.54,0.00
G,242,Benda,4.0,4.0,Fulham,0,0.00,3,0.10,3,0.11,4,0.14,5,0.15,4,0.16,5,0.20,4,0.16,0.01
M,243,Cairney,4.9,4.9,Fulham,21,1.02,24,1.14,26,1.23,28,1.22,28,1.03,29,1.27,29,1.27,30,1.38,0.00
D,244,Castagne,4.4,4.4,Fulham,30,1.17,33,1.20,34,1.17,37,1.25,38,0.63,38,1.27,38,1.35,39,1.62,0.00
D,245,Diop,4.5,4.5,Fulham,29,0.98,36,1.09,34,0.98,37,1.09,39,0.52,39,1.13,38,1.21,44,1.55,0.00
M,246,Harris,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,247,Iwobi,5.5,5.5,Fulham,83,3.57,79,3.35,78,3.33,76,3.02,75,2.28,75,2.98,74,2.99,74,3.32,0.00
G,248,Leno,5.0,5.0,Fulham,94,3.59,92,3.33,92,3.24,91,3.31,90,2.92,90,3.22,90,3.39,91,3.56,0.00
M,249,Lukić,5.0,5.0,Fulham,46,1.80,24,1.06,26,1.10,28,1.13,29,1.00,30,1.19,29,1.19,32,1.37,0.00
D,250,Mbabu,4.0,4.0,Fulham,4,0.11,5,0.13,7,0.19,9,0.25,10,0.17,10,0.29,11,0.35,12,0.43,0.00
F,251,Muniz,6.1,6.1,Fulham,77,4.10,73,3.89,71,3.80,70,3.44,68,2.47,67,3.31,66,3.27,66,3.75,0.31
F,252,Raúl,5.5,5.5,Fulham,21,1.37,23,1.47,24,1.49,25,1.44,25,1.14,25,1.44,26,1.47,28,1.75,0.00
D,253,Ream,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,254,Reed,5.0,5.0,Fulham,17,0.74,19,0.78,21,0.86,21,0.84,23,0.82,24,0.95,25,0.96,25,1.00,0.00
D,255,Robinson,4.6,4.5,Fulham,86,2.98,84,2.64,81,2.37,78,2.34,76,0.95,76,2.27,76,2.44,78,2.96,0.41
F,256,Stansfield,5.0,5.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.07,0,0.00,1,0.09,0.00
D,257,Tete,4.5,4.5,Fulham,63,2.37,61,2.07,61,1.96,58,1.90,56,0.86,56,1.83,55,1.90,53,2.14,0.00
F,258,Vinicius,5.0,5.0,Fulham,4,0.29,6,0.42,6,0.45,6,0.40,8,0.41,9,0.54,9,0.57,8,0.55,0.00
M,259,Wilson,5.4,5.4,Fulham,29,1.68,34,1.94,36,1.94,34,1.76,37,1.47,38,1.96,37,1.90,36,2.01,0.00
F,260,Al-Hamadi,5.0,5.0,Ipswich,9,0.66,11,0.60,12,0.75,11,0.65,7,0.50,5,0.38,5,0.35,5,0.38,0.00
D,261,Baggott,4.0,4.0,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,262,Broadhead,5.0,5.0,Ipswich,0,0.00,0,0.00,0,0.00,7,0.41,16,0.86,17,1.04,20,1.04,21,1.26,0.00
D,263,Burgess,4.0,4.0,Ipswich,16,0.48,18,0.40,23,0.64,25,0.62,28,0.58,28,0.91,26,0.65,26,0.89,0.00
M,264,Burns,4.9,4.9,Ipswich,0,0.00,0,0.00,16,0.74,39,1.58,38,1.54,41,1.79,41,1.65,40,1.85,0.00
M,265,Chaplin,5.5,5.5,Ipswich,35,2.03,34,1.64,33,1.86,28,1.58,26,1.39,24,1.47,25,1.32,25,1.64,0.00
D,266,Clarke,4.0,4.0,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,267,Davis,4.5,4.5,Ipswich,88,3.23,86,2.04,83,2.72,81,2.34,82,2.07,80,3.23,79,2.31,80,3.47,0.00
F,268,Delap,5.5,5.5,Ipswich,75,3.85,72,2.94,69,3.44,68,3.13,63,2.91,60,3.18,59,2.71,59,3.28,0.00
D,269,Edmundson,4.0,4.0,Ipswich,2,0.06,4,0.08,6,0.14,5,0.10,6,0.12,7,0.22,6,0.15,7,0.20,0.00
D,270,Greaves,4.0,4.0,Ipswich,81,2.41,77,1.46,76,1.99,73,1.63,71,1.38,71,2.31,71,1.64,72,2.42,0.01
M,271,Harness,4.9,4.9,Ipswich,29,1.47,29,1.26,27,1.35,22,1.06,20,1.00,20,1.06,18,0.90,19,1.10,0.00
F,272,Hirst,5.5,5.5,Ipswich,0,0.00,0,0.00,0,0.00,1,0.06,13,0.74,29,1.76,30,1.60,30,1.89,0.00
M,273,Humphreys,4.5,4.5,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,274,Hutchinson,5.5,5.5,Ipswich,72,3.17,68,2.45,66,2.77,62,2.49,62,2.42,59,2.72,60,2.38,58,2.79,0.00
D,275,Johnson,4.0,4.0,Ipswich,88,2.74,85,1.75,80,2.24,75,1.89,75,1.66,73,2.57,72,1.85,73,2.67,0.15
F,276,Ladapo,4.5,4.5,Ipswich,10,0.64,11,0.58,12,0.70,11,0.64,9,0.56,5,0.35,4,0.32,5,0.37,0.00
M,277,Luongo,4.5,4.5,Ipswich,42,1.54,37,1.22,35,1.29,38,1.31,35,1.21,38,1.42,37,1.27,37,1.40,0.00
M,278,Morsy,5.0,5.0,Ipswich,70,1.96,65,1.55,66,1.78,62,1.61,63,1.57,63,1.78,61,1.56,61,1.78,0.00
D,279,Ndaba,4.0,4.0,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,280,Slicker,4.0,4.0,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.04
M,281,Taylor,5.0,5.0,Ipswich,7,0.37,7,0.35,8,0.40,7,0.36,7,0.36,7,0.38,9,0.41,9,0.47,0.00
D,282,Tuanzebe,4.0,4.0,Ipswich,50,1.54,50,1.03,51,1.36,51,1.19,49,1.01,50,1.62,50,1.22,51,1.72,0.00
G,283,Walton,4.5,4.5,Ipswich,2,0.06,2,0.07,3,0.12,3,0.11,4,0.14,5,0.17,5,0.15,6,0.22,0.00
D,284,Woolfenden,4.0,4.0,Ipswich,57,1.57,56,1.01,55,1.31,56,1.20,59,1.07,56,1.69,57,1.24,55,1.71,0.00
M,285,B.Soumaré,4.5,4.5,Leicester,13,0.43,18,0.56,17,0.57,20,0.57,19,0.62,20,0.65,19,0.62,22,0.69,0.00
F,286,Cannon,4.5,4.5,Leicester,6,0.39,7,0.44,8,0.54,8,0.44,10,0.66,6,0.45,3,0.28,3,0.24,0.01
M,287,Choudhury,4.5,4.5,Leicester,19,0.59,26,0.78,26,0.85,26,0.75,28,0.86,30,0.91,30,0.90,30,0.91,0.00
D,288,Coady,4.0,4.0,Leicester,0,0.00,2,0.04,7,0.21,9,0.13,11,0.31,11,0.32,14,0.44,12,0.36,0.00
F,289,Daka,4.9,4.9,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,25,1.46,42,2.52,44,2.50,0.00
M,290,De Cordova-Reid,5.5,5.5,Leicester,58,2.52,58,2.43,56,2.81,56,1.91,56,2.73,52,2.54,53,2.71,52,2.62,0.00
D,291,Faes,4.1,4.1,Leicester,91,2.17,87,2.12,84,2.94,83,0.82,83,2.47,81,2.30,81,2.62,80,2.44,0.11
M,292,Golding,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,293,Hermansen,4.5,4.5,Leicester,93,3.23,93,3.21,92,3.52,91,2.94,89,3.20,90,3.26,89,3.31,89,3.25,0.00
G,294,Iversen,4.0,4.0,Leicester,2,0.07,2,0.08,3,0.12,4,0.12,5,0.18,5,0.16,5,0.21,5,0.20,0.03
D,295,Justin,4.5,4.5,Leicester,72,1.92,67,1.76,64,2.44,63,0.75,62,1.99,61,1.88,63,2.22,60,1.96,0.00
D,296,Kristiansen,4.5,4.5,Leicester,70,1.82,68,1.78,68,2.48,67,0.79,65,2.05,62,1.87,62,2.15,62,2.00,0.00
M,297,Marcal,4.5,4.5,Leicester,1,0.09,2,0.17,3,0.21,3,0.21,4,0.27,3,0.22,3,0.21,4,0.27,0.00
M,298,Mavididi,5.4,5.4,Leicester,28,1.48,35,1.73,36,2.18,39,1.54,39,2.16,35,1.93,32,1.90,31,1.78,0.08
M,299,McAteer,4.9,4.9,Leicester,7,0.47,8,0.48,10,0.64,11,0.53,11,0.65,11,0.62,10,0.62,10,0.61,0.00
M,300,Ndidi,5.0,5.0,Leicester,66,2.10,63,1.99,62,2.24,59,1.62,60,2.07,60,2.04,59,2.09,59,2.05,0.00
D,301,Okoli,4.0,4.0,Leicester,17,0.43,23,0.59,24,0.80,26,0.31,26,0.77,26,0.75,27,0.87,31,0.93,0.00
D,302,Ricardo,4.4,4.4,Leicester,26,0.79,28,0.84,30,1.23,32,0.47,33,1.17,34,1.17,32,1.23,34,1.22,0.00
D,303,Souttar,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,304,Stolarczyk,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
D,305,Thomas,4.0,4.0,Leicester,19,0.57,21,0.62,21,0.77,21,0.39,22,0.78,24,0.79,23,0.85,24,0.84,0.00
F,306,Vardy,5.6,5.6,Leicester,81,4.00,78,3.53,76,4.50,74,2.71,73,4.05,62,3.39,57,3.38,54,3.06,0.00
D,307,Vestergaard,4.0,4.0,Leicester,83,2.00,77,1.88,76,2.62,73,0.74,73,2.15,74,2.09,71,2.33,69,2.09,0.00
G,308,Ward,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,309,Winks,4.5,4.5,Leicester,84,2.28,80,2.12,79,2.36,79,1.81,78,2.24,75,2.13,76,2.26,76,2.21,0.35
G,310,A.Becker,5.5,5.5,Liverpool,94,3.58,92,4.26,91,3.83,91,3.75,92,3.67,92,3.49,91,3.20,92,3.70,0.02
D,311,Alexander-Arnold,7.0,7.0,Liverpool,82,3.66,81,5.29,76,4.56,74,4.04,74,3.56,74,3.62,73,2.25,72,4.00,0.74
M,312,Bajcetic,4.5,4.5,Liverpool,2,0.09,2,0.13,3,0.14,3,0.17,4,0.18,5,0.25,5,0.23,7,0.31,0.00
D,313,Bradley,4.9,4.9,Liverpool,17,0.77,18,1.01,21,1.14,23,1.22,25,1.17,25,1.19,25,0.87,25,1.31,0.00
M,314,Carvalho,5.0,5.0,Brentford,32,1.93,30,1.15,29,1.34,31,1.71,31,1.74,32,1.49,32,1.94,33,1.56,0.00
M,315,Clark,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,316,Darwin,7.3,7.3,Liverpool,35,2.21,40,2.82,44,3.12,46,2.98,44,2.60,45,2.98,43,1.98,43,2.95,0.00
M,317,Diogo J.,7.6,7.6,Liverpool,69,4.24,62,4.51,57,4.24,55,3.69,57,3.39,55,3.70,55,2.53,56,4.06,0.33
M,318,Doak,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,319,Elliott,5.4,5.4,Liverpool,24,1.30,27,1.57,28,1.63,28,1.50,30,1.52,30,1.64,29,1.25,31,1.76,0.00
M,320,Endo,4.9,4.9,Liverpool,20,0.82,22,0.98,23,1.00,23,0.99,24,0.94,24,0.96,26,0.91,25,1.03,0.00
F,321,Gakpo,7.4,7.4,Liverpool,31,1.93,33,2.27,34,2.42,38,2.41,39,2.27,42,2.65,39,1.82,42,2.70,0.00
D,322,Gomez,4.9,4.9,Liverpool,4,0.11,8,0.29,12,0.44,14,0.50,16,0.54,16,0.52,16,0.39,19,0.72,0.00
M,323,Gravenberch,5.0,5.0,Liverpool,59,2.32,56,2.54,54,2.42,54,2.29,53,2.12,53,2.20,53,1.76,54,2.31,0.00
M,324,Jones,5.4,5.4,Liverpool,15,0.72,23,1.25,27,1.41,27,1.32,26,1.21,27,1.33,28,1.12,27,1.38,0.00
G,325,Kelleher,4.5,4.5,Liverpool,1,0.05,3,0.12,4,0.15,4,0.15,3,0.12,3,0.11,4,0.13,3,0.13,0.00
D,326,Konaté,5.0,5.0,Liverpool,59,1.89,60,2.84,58,2.43,57,2.27,57,2.01,55,1.86,55,1.26,52,2.02,0.00
M,327,Luis Díaz,7.5,7.5,Liverpool,67,3.81,67,4.46,67,4.55,64,4.05,62,3.51,64,3.89,64,2.75,63,4.20,0.00
M,328,M.Salah,12.6,12.6,Liverpool,85,6.07,81,7.02,79,6.91,78,5.98,77,5.26,74,5.88,77,3.93,76,6.37,0.20
M,329,Mac Allister,6.5,6.5,Liverpool,88,3.36,85,3.92,83,3.87,83,3.52,84,3.25,82,3.53,83,2.56,81,3.67,0.00
M,330,McConnell,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,331,Morton,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,332,N.Phillips,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,333,Quansah,4.4,4.4,Liverpool,38,1.31,37,1.86,39,1.70,38,1.59,39,1.48,39,1.44,40,1.07,41,1.67,0.23
D,334,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,335,Robertson,6.0,6.0,Liverpool,85,3.52,82,4.99,80,4.42,79,4.00,77,3.46,77,3.45,77,2.16,76,3.83,0.00
M,336,Szoboszlai,6.5,6.5,Liverpool,69,3.52,66,3.86,65,3.93,65,3.54,63,3.19,64,3.50,61,2.41,59,3.45,0.00
D,337,Tsimikas,4.9,4.9,Liverpool,8,0.36,11,0.61,13,0.72,14,0.70,14,0.64,16,0.74,16,0.52,16,0.78,0.00
D,338,Van den Berg,4.0,4.0,Brentford,20,0.78,19,0.32,13,0.28,15,0.50,16,0.59,18,0.43,16,0.67,20,0.60,0.00
D,339,Virgil,6.0,6.0,Liverpool,91,3.03,88,4.51,86,3.89,85,3.56,85,3.17,84,2.99,83,1.93,83,3.43,0.00
D,340,Akanji,5.5,5.5,Man City,60,2.52,58,3.02,57,2.09,57,2.16,59,2.99,57,2.66,56,3.08,58,2.50,0.00
D,341,Aké,5.4,5.4,Man City,54,2.48,51,2.84,52,2.09,51,2.13,51,2.79,52,2.64,54,3.15,53,2.48,0.00
M,342,Bernardo,6.6,6.6,Man City,62,3.09,49,2.68,51,2.15,49,2.44,52,3.04,51,2.73,51,3.31,50,2.54,0.00
M,343,Bobb,4.9,4.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,9,0.61,0.00
G,344,Carson,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,345,De Bruyne,9.6,9.6,Man City,75,4.95,71,5.22,69,3.75,67,4.24,63,4.79,63,4.30,62,5.42,63,4.12,0.00
M,346,Doku,6.5,6.5,Man City,54,3.25,47,3.04,46,2.28,47,2.70,44,3.00,44,2.68,45,3.32,44,2.57,0.00
G,347,Ederson M.,5.5,5.5,Man City,92,3.73,92,4.38,90,3.50,90,3.53,90,4.16,89,3.89,88,4.18,88,3.69,0.01
M,348,Foden,9.4,9.4,Man City,81,5.38,78,5.63,77,4.04,74,4.67,76,5.77,75,5.07,72,6.24,71,4.62,0.00
M,349,Grealish,6.5,6.5,Man City,32,1.96,35,2.27,36,1.80,36,2.12,38,2.52,37,2.24,39,2.92,39,2.26,0.00
D,350,Gvardiol,6.0,6.0,Man City,77,3.61,73,4.27,73,2.90,72,3.05,72,4.10,68,3.53,68,4.12,69,3.33,0.11
F,351,Haaland,15.1,15.0,Man City,89,7.04,81,7.12,81,4.96,80,5.90,79,7.22,78,6.07,77,8.09,76,5.63,0.86
F,352,J.Alvarez,7.0,7.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,353,João Cancelo,5.3,5.3,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,354,Kovačić,5.5,5.5,Man City,41,1.68,35,1.57,27,1.08,29,1.23,28,1.30,27,1.22,29,1.42,29,1.23,0.00
D,355,Lewis,4.5,4.5,Man City,39,1.81,19,1.04,13,0.53,14,0.60,15,0.82,16,0.81,16,0.93,18,0.86,0.03
M,356,Matheus N.,5.0,5.0,Man City,23,1.21,12,0.64,11,0.52,14,0.70,16,0.89,17,0.91,17,1.06,16,0.86,0.00
M,357,McAtee,4.9,4.9,Man City,3,0.28,3,0.30,4,0.34,5,0.38,5,0.50,6,0.47,7,0.63,5,0.41,0.00
G,358,Ortega Moreno,5.4,5.4,Man City,3,0.14,3,0.13,5,0.20,5,0.20,5,0.22,6,0.27,7,0.32,7,0.30,0.00
M,359,Phillips,5.0,5.0,Ipswich,53,1.76,56,1.61,55,1.73,53,1.64,53,1.58,52,1.74,53,1.62,52,1.78,0.00
M,360,Rodrigo,6.4,6.4,Man City,14,0.56,70,3.01,85,2.79,84,3.08,82,3.60,81,3.17,82,3.82,81,3.01,0.00
D,361,Rúben,5.5,5.5,Man City,66,2.79,63,3.34,63,2.30,62,2.44,61,3.17,64,3.04,65,3.54,61,2.74,0.00
D,362,Stones,5.4,5.4,Man City,41,1.87,51,2.76,52,1.98,53,2.13,52,2.76,53,2.58,53,2.99,53,2.40,0.00
D,363,Walker,5.4,5.4,Man City,51,2.26,64,3.50,67,2.54,67,2.66,64,3.40,65,3.08,63,3.52,61,2.78,0.00
M,364,Amad,5.0,5.0,Man Utd,61,2.83,48,2.50,39,1.91,33,1.78,33,1.57,32,1.87,33,1.75,34,1.78,0.00
M,365,Antony,5.9,5.9,Man Utd,11,0.62,9,0.58,10,0.56,11,0.65,11,0.58,12,0.77,13,0.71,13,0.75,0.00
M,366,B.Fernandes,8.4,8.4,Man Utd,89,4.75,87,5.13,85,4.39,84,5.02,83,4.07,83,5.71,84,4.74,82,4.68,0.64
G,367,Bayindir,4.5,4.5,Man Utd,1,0.04,2,0.08,3,0.10,3,0.11,3,0.11,4,0.16,4,0.15,5,0.20,0.00
M,368,Casemiro,5.0,5.0,Man Utd,84,2.52,80,2.72,80,2.45,77,2.51,78,2.29,75,2.77,74,2.41,74,2.45,0.00
D,369,Dalot,5.0,5.0,Man Utd,91,2.19,86,3.52,82,2.62,81,2.54,78,2.14,78,3.44,78,2.49,76,2.37,0.00
M,370,Eriksen,5.4,5.4,Man Utd,10,0.54,10,0.55,9,0.48,10,0.57,11,0.54,11,0.66,12,0.63,13,0.70,0.00
D,371,Evans,4.5,4.5,Man Utd,6,0.17,5,0.19,5,0.16,5,0.16,4,0.11,3,0.11,4,0.11,4,0.13,0.00
M,372,Garnacho,6.5,6.5,Man Utd,66,3.07,75,3.87,75,3.43,74,3.72,73,3.19,74,4.22,74,3.61,72,3.62,0.01
M,373,Hannibal,4.5,4.5,Man Utd,2,0.13,1,0.11,2,0.11,2,0.13,3,0.18,3,0.21,2,0.17,2,0.17,0.00
G,374,Heaton,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,375,Højlund,6.9,6.9,Man Utd,0,0.00,18,1.07,34,1.75,41,2.33,44,2.13,42,2.59,41,2.27,43,2.40,0.00
D,376,Lindelof,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00,4,0.14,9,0.27,10,0.37,13,0.43,11,0.34,0.00
D,377,Maguire,5.0,5.0,Man Utd,57,1.34,34,1.39,30,0.97,28,0.89,28,0.80,26,1.10,28,0.91,29,0.91,0.00
M,378,Mainoo,5.5,5.5,Man Utd,78,2.26,74,2.43,74,2.21,72,2.25,72,2.07,70,2.39,69,2.15,68,2.10,0.00
D,379,Malacia,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,4,0.13,10,0.44,8,0.28,11,0.38,0.00
D,380,Martinez,4.5,4.5,Man Utd,80,1.85,77,3.05,76,2.29,75,2.15,73,1.90,73,3.03,70,2.12,70,2.03,0.00
M,381,McTominay,4.9,4.9,Man Utd,16,0.66,15,0.66,14,0.56,15,0.65,14,0.54,15,0.70,16,0.68,16,0.67,0.00
M,382,Mount,6.5,6.5,Man Utd,32,1.51,38,1.98,35,1.66,37,1.89,36,1.64,36,2.08,37,1.88,37,1.89,0.00
G,383,Onana,5.0,5.0,Man Utd,94,3.12,93,3.71,92,3.33,92,3.17,92,3.15,91,3.65,91,3.23,89,3.07,0.00
M,384,Pellistri,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,385,Rashford,6.9,6.9,Man Utd,65,3.48,60,3.66,62,3.28,63,3.71,62,3.09,63,4.13,61,3.45,62,3.63,0.00
M,386,Sancho,6.3,6.3,Man Utd,6,0.36,4,0.29,4,0.26,6,0.35,6,0.34,5,0.36,5,0.32,6,0.35,0.00
D,387,Shaw,4.9,4.9,Man Utd,0,0.00,31,1.34,66,2.15,76,2.42,75,2.09,72,3.26,72,2.34,71,2.22,0.00
D,388,Wan-Bissaka,4.5,4.5,West Ham,58,1.09,69,2.12,66,1.60,65,1.93,67,2.79,64,1.16,62,1.81,63,1.85,0.00
F,389,Zirkzee,7.1,7.1,Man Utd,51,2.49,51,2.73,48,2.32,44,2.43,44,2.13,46,2.75,45,2.43,44,2.43,0.00
D,390,A.Murphy,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0.00
M,391,Almirón,5.9,5.9,Newcastle,14,0.79,18,1.12,18,1.03,19,0.91,21,1.17,21,1.23,21,1.08,21,1.01,0.00
M,392,Barnes,6.4,6.4,Newcastle,32,1.92,33,2.12,34,1.97,33,1.58,37,2.21,36,2.25,36,1.85,37,1.80,0.00
D,393,Botman,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,394,Bruno G.,6.5,6.5,Newcastle,90,3.33,87,3.45,84,2.97,83,2.52,82,3.01,82,3.12,80,2.53,80,2.45,0.00
D,395,Burn,4.5,4.5,Newcastle,88,2.48,81,2.84,80,2.64,78,1.70,76,2.73,75,2.56,74,1.56,74,1.73,0.01
G,396,Dúbravka,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0,0.00,0.00
M,397,Fraser,4.9,4.9,Newcastle,0,0.00,0,0.00,1,0.10,0,0.00,1,0.10,1,0.13,2,0.12,2,0.15,0.00
M,398,Gordon,7.5,7.5,Newcastle,84,4.59,81,4.63,79,4.05,78,3.14,75,3.91,74,4.04,74,3.25,73,3.01,0.14
D,399,Hall,4.5,4.5,Newcastle,41,1.37,23,0.94,26,0.97,27,0.79,29,1.19,28,1.10,30,0.82,30,0.87,0.14
M,400,Hayden,4.5,4.5,Newcastle,13,0.52,5,0.28,6,0.31,6,0.29,6,0.33,8,0.37,8,0.38,8,0.35,0.00
F,401,Isak,8.5,8.5,Newcastle,89,5.88,83,5.74,78,4.49,75,3.60,76,4.61,74,4.80,74,3.87,72,3.52,1.00
M,402,J.Murphy,5.4,5.4,Newcastle,68,3.35,61,3.25,55,2.68,54,2.23,52,2.69,53,2.81,52,2.25,52,2.21,0.02
M,403,Joelinton,6.0,6.0,Newcastle,49,2.14,49,2.30,48,2.00,48,1.66,47,2.01,46,2.04,47,1.74,46,1.65,0.00
D,404,Kelly,4.5,4.5,Newcastle,83,2.24,76,2.55,75,2.40,73,1.54,72,2.46,73,2.39,72,1.45,70,1.60,0.00
D,405,Krafth,4.5,4.5,Newcastle,58,1.48,20,0.66,21,0.67,25,0.57,24,0.82,24,0.79,26,0.57,27,0.65,0.00
M,406,Kuol,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,407,Lascelles,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,408,Lewis,4.0,4.0,Newcastle,2,0.08,1,0.05,1,0.06,1,0.04,2,0.09,2,0.09,2,0.06,2,0.06,0.00
D,409,Livramento,4.5,4.5,Newcastle,64,2.04,48,1.93,53,2.00,50,1.29,51,2.00,50,1.92,51,1.29,51,1.40,0.00
M,410,Longstaff,5.0,5.0,Newcastle,52,1.90,50,1.96,51,1.83,51,1.62,50,1.83,51,1.93,50,1.63,53,1.68,0.00
M,411,Miley,5.0,5.0,Newcastle,0,0.00,0,0.00,0,0.00,3,0.13,5,0.25,7,0.35,8,0.38,7,0.33,0.00
G,412,Odysseas,4.5,4.5,Newcastle,1,0.04,1,0.05,2,0.09,4,0.12,4,0.14,3,0.13,3,0.10,3,0.10,0.00
G,413,Pope,5.0,5.0,Newcastle,94,3.22,94,3.45,92,3.37,91,2.97,91,3.41,91,3.30,91,3.06,91,3.08,0.00
G,414,Ruddy,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,415,Schär,5.4,5.4,Newcastle,0,0.00,87,3.13,85,2.84,84,1.82,83,2.97,83,2.85,80,1.71,80,1.91,0.00
D,416,Targett,4.0,4.0,Newcastle,2,0.09,0,0.00,1,0.06,1,0.04,2,0.07,2,0.09,3,0.09,3,0.09,0.00
M,417,Tonali,5.5,5.5,Newcastle,74,2.76,72,2.90,70,2.51,68,2.15,68,2.53,67,2.60,66,2.17,67,2.14,0.00
D,418,Trippier,5.9,5.9,Newcastle,31,1.15,42,1.90,36,1.49,40,1.06,38,1.64,37,1.58,37,0.99,37,1.08,0.00
M,419,White,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,420,Willock,4.9,4.9,Newcastle,16,0.87,18,1.05,21,1.09,20,0.92,22,1.13,21,1.13,23,1.09,21,0.95,0.00
F,421,Wilson,6.9,6.9,Newcastle,0,0.00,12,0.96,25,1.63,30,1.67,30,1.96,32,2.27,32,1.94,35,1.87,0.00
D,422,Aina,4.4,4.4,Nott'm Forest,63,2.61,56,1.08,55,1.46,54,2.19,55,1.17,53,1.98,53,1.96,54,2.03,0.01
M,423,Anderson,5.0,5.0,Nott'm Forest,62,2.44,62,1.85,62,2.03,62,2.36,61,1.94,61,2.30,60,2.20,59,2.28,0.00
