Pos,ID,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
M,530,Souček,4.8,4.8,West Ham,74,2.43,70,2.52,69,2.62,0.00
M,531,Ward-Prowse,6.1,6.1,West Ham,52,2.07,56,2.36,56,2.55,0.00
D,532,Zouma,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0.00
D,533,Aït-Nouri,5.1,5.1,Wolves,83,3.22,81,2.88,79,3.03,0.06
M,534,B.Traore,4.8,4.8,Wolves,2,0.08,2,0.11,3,0.15,0.00
M,535,Bellegarde,4.9,4.9,Wolves,48,2.36,45,1.97,45,2.13,0.00
G,536,Bentley,3.9,3.9,Wolves,2,0.06,2,0.08,2,0.08,0.00
M,537,Chiquinho,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0.00
M,538,Chirewa,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0.00
F,539,Chiwome,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0.00
M,540,Cundle,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0.00
F,541,Cunha,7.1,7.1,Wolves,74,4.41,69,3.62,69,4.02,0.01
D,542,Dawson,4.2,4.2,Wolves,0,0.00,1,0.03,1,0.03,0.00
D,543,Doherty,4.3,4.3,Wolves,69,2.35,68,2.20,68,2.30,0.00
M,544,Doyle,4.7,4.7,Wolves,10,0.51,12,0.54,14,0.66,0.00
F,545,Fábio Silva,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0.00
F,546,Fraser,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0.00
M,547,Gonzalez,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0.00
M,548,Guedes,5.3,5.3,Wolves,11,0.71,9,0.58,10,0.64,0.00
D,549,H.Bueno,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0.00
M,550,Hee Chan,6.1,6.1,Wolves,7,0.49,8,0.51,10,0.63,0.00
M,551,Hodge,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0.00
D,552,Hoever,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0.00
M,553,J.Gomes,4.9,4.9,Wolves,84,2.68,79,2.37,77,2.44,0.00
G,554,José Sá,4.4,4.4,Wolves,93,3.33,92,3.33,92,3.26,0.03
F,555,Kalajdžić,4.8,4.8,Wolves,0,0.00,0,0.00,0,0.00,0.00
G,556,King,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0.00
M,557,Mario Jr.,4.8,4.8,Wolves,0,0.00,0,0.00,0,0.00,0.00
D,558,Mosquera,3.8,3.8,Wolves,0,0.00,0,0.00,0,0.00,0.00
D,559,N.Semedo,4.5,4.5,Wolves,89,2.74,87,2.58,85,2.65,0.00
M,560,Neto,6.1,6.1,Chelsea,74,3.16,80,4.49,69,3.36,0.00
D,561,Pedro Lima,3.9,3.9,Wolves,2,0.08,3,0.16,4,0.21,0.00
M,562,Podence,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0.00
M,563,R.Gomes,5.1,5.1,Wolves,16,0.79,17,0.79,18,0.91,0.00
D,564,S.Bueno,4.3,4.3,Wolves,32,1.00,38,1.12,39,1.20,0.00
M,565,Sarabia,5.0,5.0,Wolves,16,1.05,15,0.87,17,1.08,0.00
F,566,Strand Larsen,5.3,5.3,Wolves,57,3.03,75,3.40,73,3.82,0.00
D,567,Toti,4.3,4.3,Wolves,91,2.67,86,2.47,85,2.56,0.00
G,568,Muric,4.4,4.4,Ipswich,0,0.00,0,0.00,0,0.00,0.00
M,569,Jaden,5.3,5.3,Ipswich,0,0.00,0,0.00,0,0.00,0.00
M,570,A.Fatawu,5.1,5.1,Leicester,0,0.00,0,0.00,0,0.00,0.00
M,571,Savinho,6.1,6.1,Man City,44,3.20,36,2.36,35,2.04,0.15
D,572,Yoro,4.3,4.3,Man Utd,59,2.27,53,1.10,47,1.44,0.00
D,573,Milenković,5.2,5.2,Nott'm Forest,90,4.35,86,2.79,85,2.30,0.04
D,574,Pivas,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0.00
D,575,Wiley,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0.00
M,576,Irving,4.7,4.7,West Ham,0,0.00,1,0.10,2,0.13,0.00
M,577,Lindstrøm,5.0,5.0,Everton,0,0.00,0,0.00,5,0.26,0.00
D,578,Calafiori,5.8,5.8,Arsenal,15,0.53,19,0.82,24,1.30,0.00
D,579,Sessegnon,4.2,4.2,Fulham,54,3.17,43,1.96,44,1.80,0.00
D,580,Huijsen,4.5,4.5,Bournemouth,89,2.73,84,1.54,84,4.22,0.00
G,581,Jørgensen,4.2,4.2,Chelsea,3,0.09,4,0.15,5,0.21,0.00
D,582,O'Brien,4.5,4.5,Everton,92,2.54,87,3.95,85,1.82,0.08
D,583,Townsend,3.9,3.9,Ipswich,0,0.00,8,0.29,17,0.61,0.00
M,584,Brereton Díaz,4.8,4.8,Southampton,0,0.00,0,0.00,0,0.00,0.00
M,585,I.Sarr,5.7,5.7,Crystal Palace,80,4.26,78,4.07,79,3.00,0.77
D,586,J.Cuenca,4.4,4.4,Fulham,7,0.28,8,0.26,10,0.29,0.00
M,587,Summerville,5.5,5.5,West Ham,0,0.00,0,0.00,0,0.00,0.00
M,588,G.Rodríguez,4.8,4.8,West Ham,0,0.00,1,0.09,2,0.13,0.00
F,589,Füllkrug,6.7,6.7,West Ham,55,2.64,53,2.70,52,3.00,0.00
F,590,Osula,4.9,4.9,Newcastle,9,0.58,10,0.57,12,0.77,0.00
D,591,Todibo,4.2,4.2,West Ham,81,2.15,77,2.66,76,2.78,0.01
D,592,J.Araujo,4.3,4.3,Bournemouth,35,1.28,35,0.91,34,1.76,0.00
D,593,De Ligt,4.8,4.8,Man Utd,7,0.30,30,0.70,68,2.23,0.00
D,594,Mazraoui,4.2,4.2,Man Utd,57,2.51,56,1.36,53,1.82,0.01
M,595,Gruda,5.4,5.4,Brighton,27,1.46,19,1.00,19,1.17,0.00
M,596,Jota Silva,5.9,5.9,Nott'm Forest,39,2.59,32,1.69,28,1.44,0.00
M,597,Lewis-Skelly,4.5,4.5,Arsenal,68,1.96,67,2.12,64,2.31,0.00
D,598,Bogarde,3.9,3.9,Aston Villa,2,0.11,3,0.17,3,0.13,0.00
G,599,Dennis,3.9,3.9,Bournemouth,1,0.04,2,0.07,2,0.09,0.00
M,600,Ayari,5.0,5.0,Brighton,48,1.91,43,1.63,46,1.95,0.00
M,601,Moran,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0.00
M,602,Trevitt,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00,0.00
M,603,Armstrong,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0.00
M,604,King,4.4,4.4,Fulham,8,0.45,7,0.38,5,0.28,0.00
M,605,Godo,4.4,4.4,Fulham,0,0.00,1,0.10,2,0.16,0.00
M,606,Alves,4.4,4.4,Leicester,0,0.00,0,0.00,0,0.00,0.00
M,607,O’Reilly,4.9,4.9,Man City,55,2.63,47,2.04,41,1.69,0.00
M,608,Dibling,4.3,4.3,Southampton,29,1.19,29,1.22,33,1.35,0.00
F,609,Lankshear,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0.00
M,610,Moore,4.5,4.5,Spurs,5,0.35,5,0.33,7,0.42,0.00
M,611,Szmodics,5.7,5.7,Ipswich,0,0.00,6,0.36,10,0.60,0.00
M,612,Odobert,5.3,5.3,Spurs,58,2.76,55,2.23,54,2.58,0.00
M,613,Collyer,4.5,4.5,Man Utd,0,0.00,0,0.00,3,0.15,0.00
M,614,Metcalfe,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0.00
G,615,Rushworth,3.9,3.9,Brighton,0,0.00,0,0.00,0,0.00,0.00
D,616,Nelson,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0.00
F,617,Evanilson,5.8,5.8,Bournemouth,88,4.93,84,3.63,81,6.44,0.30
M,618,Georginio,5.0,5.0,Brighton,0,0.00,2,0.15,22,1.33,0.00
M,619,Cajuste,4.5,4.5,Ipswich,55,1.73,53,1.80,54,1.77,0.00
M,620,Sosa,5.5,5.5,Nott'm Forest,22,1.63,18,1.00,14,0.75,0.00
M,621,João Félix,5.9,5.9,Chelsea,0,0.00,0,0.00,0,0.00,0.00
M,622,Berge,5.0,5.0,Fulham,88,2.78,82,2.37,79,2.22,0.00
M,623,M.Fernandes,5.0,5.0,Southampton,84,2.64,80,2.66,78,2.47,0.00
G,624,Begovic,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0.00
M,625,Gündogan,6.3,6.3,Man City,58,3.57,54,2.72,50,2.19,0.00
D,626,Kaboré,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0.00
D,627,Dixon,3.9,3.9,Everton,0,0.00,0,0.00,0,0.00,0.00
D,628,F.Kadıoğlu,4.4,4.4,Brighton,0,0.00,1,0.04,8,0.32,0.00
M,629,O'Riley,5.5,5.5,Brighton,58,2.77,38,1.79,33,1.79,0.00
D,630,O'Shea,3.9,3.9,Ipswich,88,1.78,85,2.61,83,2.34,0.00
M,631,J.Clarke,5.4,5.4,Ipswich,47,2.11,39,1.99,34,1.68,0.00
M,632,Ogbene,4.8,4.8,Ipswich,0,0.00,0,0.00,0,0.00,0.00
M,633,Merino,6.1,6.1,Arsenal,73,3.14,74,3.76,66,4.18,0.05
M,634,G.Nunes,4.9,4.9,Brentford,9,0.48,12,0.52,11,0.49,0.00
M,635,El Khannouss,4.8,4.8,Leicester,84,2.66,80,3.38,79,2.51,0.00
M,636,Chiesa,6.8,6.8,Liverpool,12,0.77,15,1.02,16,1.20,0.00
D,637,Meupiyou,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0.00
M,638,Oulad M'hand,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0.00
G,639,Setford,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0.00
D,640,Swinkels,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0.00
G,641,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0.00
M,642,André,5.0,5.0,Wolves,82,2.37,77,2.17,77,2.24,0.00
D,643,Casey,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0.00
M,644,Umeh-Chibueze,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0.00
M,645,Devenny,4.5,4.5,Crystal Palace,14,0.65,14,0.67,12,0.52,0.00
M,646,Agbinone,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0.00
M,647,Rodney,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0.00
F,648,Wheatley,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0.00
D,649,Meghoma,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0.00
D,650,Lacroix,4.5,4.5,Crystal Palace,91,2.73,88,3.29,86,1.45,0.00
M,651,Mangala,5.0,5.0,Everton,0,0.00,0,0.00,0,0.00,0.00
M,652,Ugarte,4.9,4.9,Man Utd,58,2.04,57,1.64,54,1.71,0.00
D,653,Morato,4.5,4.5,Nott'm Forest,42,1.96,33,1.13,36,1.08,0.00
M,654,C.Soler,5.0,5.0,West Ham,34,1.43,35,1.52,38,1.79,0.00
M,655,Forbs,5.4,5.4,Wolves,0,0.00,0,0.00,0,0.00,0.00
M,656,Young,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0.00
D,657,Kacurri,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0.00
D,658,Heaven,4.0,4.0,Man Utd,6,0.24,22,0.53,29,0.93,0.00
M,659,Kabia,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0.00
G,660,Jaros,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0.00
M,661,Yogane,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0.00
D,662,Nichols,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0.00
D,663,Samuels,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0.00
D,664,Pond,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0.00
F,665,Butler-Oyedeji,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0.00
D,666,Kporha,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0.00
M,667,Fletcher,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0.00
G,668,Cahill,3.9,3.9,Brighton,0,0.00,0,0.00,0,0.00,0.00
G,669,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0.00
D,670,Amass,4.0,4.0,Man Utd,57,2.29,52,1.20,43,1.45,0.00
M,671,Wright,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0.00
D,672,Simpson-Pusey,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0.00
M,673,Fitzgerald,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0.00
M,674,Maghoma,4.5,4.5,Brentford,10,0.47,13,0.61,12,0.56,0.00
D,675,Wilson-Esbrand,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0.00
F,676,Marsh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0.00
D,677,Scarles,4.0,4.0,West Ham,29,0.99,30,1.21,30,1.28,0.00
M,678,Bates,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0.00
M,679,Broggio,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0.00
D,680,Kinsey,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0.00
D,681,McConville,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0.00
M,682,Edozie,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0.00
M,683,Olusesi,4.5,4.5,Spurs,1,0.09,2,0.11,1,0.10,0.00
D,684,Hardy,4.0,4.0,Spurs,2,0.06,3,0.06,4,0.12,0.00
D,685,Slater,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0.00
D,686,Mayers,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0.00
M,687,Winterburn,4.5,4.5,Bournemouth,5,0.29,8,0.35,10,0.44,0.00
M,688,Nyoni,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0.00
M,689,Williams-Barnett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0.00
D,690,Amissah,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0.00
D,691,Kukonki,4.0,4.0,Man Utd,1,0.04,2,0.06,0,0.00,0.00
D,692,Nallo,4.0,4.0,Liverpool,4,0.14,2,0.07,3,0.13,0.00
M,693,O'Brien-Whitmarsh,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0.00
M,694,Cartwright,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0.00
M,695,Rak-Sakyi,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0.00
M,696,George,4.5,4.5,Chelsea,15,0.80,25,1.62,10,0.63,0.00
D,697,Acheampong,4.0,4.0,Chelsea,1,0.04,3,0.14,4,0.14,0.00
F,698,Mubama,4.5,4.5,Man City,5,0.37,2,0.19,1,0.11,0.00
D,699,Dorrington,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0.00
D,700,King,4.0,4.0,Spurs,2,0.06,3,0.07,5,0.14,0.00
M,701,Orford,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0.00
D,702,Harris,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0.00
D,703,Alleyne,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0.00
G,704,Brits,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0.00
D,705,Arthur,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0.00
D,706,Abbott,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0.00
F,707,Rees-Dottin,4.5,4.5,Bournemouth,0,0.00,1,0.08,2,0.23,0.00
D,708,Wilson-Brown,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0.00
F,709,Danns,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0.00
M,710,Jimoh,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0.00
D,711,Okoduwa,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0.00
D,712,Akinmboni,4.0,4.0,Bournemouth,0,0.00,0,0.00,2,0.07,0.00
D,713,Soler,3.9,3.9,Bournemouth,4,0.28,7,0.29,9,0.54,0.00
M,714,Gómez,5.5,5.5,Brighton,27,1.15,26,1.11,27,1.19,0.00
D,715,Godfrey,4.0,4.0,Ipswich,11,0.32,5,0.20,6,0.22,0.00
G,716,Kinsky,4.1,4.1,Spurs,22,0.81,18,0.61,21,0.71,0.00
M,717,Yang,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0.00
D,718,Welington,4.0,4.0,Southampton,11,0.30,14,0.47,16,0.48,0.00
D,719,Kayi Sanda,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0.00
D,720,Agbadou,4.0,4.0,Wolves,89,2.78,87,2.54,85,2.63,0.04
G,721,Hennessey,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0.00
F,722,Adu-Adjei,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0.00
M,723,Sadi,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0.00
F,724,Sherif,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0.00
