Pos,ID,Name,BV,SV,Team,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,Elite%
D,549,H.Bueno,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,550,Hee Chan,6.5,6.5,Wolves,76,3.61,73,3.85,69,2.94,70,3.11,68,3.25,67,2.66,66,2.93,68,3.43,0.00
M,551,Hodge,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,552,Hoever,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,553,J.Gomes,5.0,5.0,Wolves,87,2.36,83,2.35,82,2.09,80,2.06,79,2.19,77,1.88,74,1.96,74,2.14,0.00
G,554,José Sá,4.5,4.5,Wolves,94,3.32,93,3.21,92,3.10,93,2.99,92,3.30,91,2.91,91,3.11,90,3.32,0.00
F,555,Kalajdžić,5.0,5.0,Wolves,1,0.11,3,0.23,4,0.25,3,0.24,4,0.27,5,0.31,5,0.34,5,0.36,0.00
G,556,King,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,557,Mario Jr.,5.0,5.0,Wolves,86,2.51,83,2.58,83,2.24,82,2.25,80,2.38,77,2.00,76,2.12,76,2.31,0.00
D,558,Mosquera,4.0,4.0,Wolves,88,2.46,85,2.35,82,1.79,81,1.59,79,2.36,78,1.46,76,1.75,78,2.56,0.01
D,559,N.Semedo,4.5,4.5,Wolves,88,2.45,86,2.41,83,1.80,82,1.64,81,2.45,81,1.50,80,1.85,79,2.60,0.00
M,560,Neto,6.5,6.5,Chelsea,28,1.79,20,1.28,22,1.41,25,1.64,25,1.80,25,1.30,28,1.88,25,1.47,0.00
D,561,Pedro Lima,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,562,Podence,5.5,5.5,Wolves,7,0.43,8,0.52,10,0.51,9,0.48,10,0.56,10,0.51,12,0.59,11,0.62,0.00
M,563,R.Gomes,5.5,5.5,Wolves,25,1.19,25,1.27,26,1.13,27,1.20,26,1.22,28,1.13,28,1.26,28,1.30,0.00
D,564,S.Bueno,4.5,4.5,Wolves,54,1.45,56,1.48,55,1.18,55,1.02,55,1.56,55,1.00,58,1.25,53,1.66,0.00
M,565,Sarabia,5.4,5.4,Wolves,33,1.80,35,2.10,34,1.66,35,1.81,34,1.86,34,1.55,34,1.74,34,1.94,0.00
F,566,Strand Larsen,5.5,5.5,Wolves,49,2.36,47,2.39,47,2.08,48,2.11,48,2.27,47,1.85,48,2.08,48,2.31,0.00
D,567,Toti,4.5,4.5,Wolves,90,2.33,87,2.27,85,1.70,83,1.54,81,2.27,82,1.40,80,1.72,80,2.45,0.00
G,568,Muric,4.5,4.5,Ipswich,93,3.29,92,3.00,91,3.19,90,3.01,89,3.00,90,3.26,90,3.08,88,3.30,0.00
M,569,Jaden,5.4,5.4,Aston Villa,10,0.59,11,0.68,11,0.72,12,0.73,13,0.74,13,0.74,14,0.86,14,0.74,0.00
M,570,A.Fatawu,5.5,5.5,Leicester,75,3.11,69,2.72,68,3.29,66,2.13,66,3.10,64,2.98,64,3.12,63,2.98,0.00
M,571,Sávio,6.5,6.5,Man City,31,1.91,31,2.18,34,1.71,34,1.98,35,2.39,33,2.07,36,2.72,35,2.06,0.00
D,572,Yoro,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,573,Milenković,4.5,4.5,Nott'm Forest,85,3.09,82,1.02,81,1.76,76,2.68,75,1.27,73,2.34,71,2.27,72,2.30,0.00
D,574,Pivas,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,575,Wiley,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,576,Irving,5.0,5.0,West Ham,4,0.20,4,0.22,5,0.25,6,0.30,8,0.40,8,0.36,9,0.44,9,0.41,0.00
M,577,Lindstrøm,5.4,5.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,578,Calafiori,5.9,5.9,Arsenal,34,1.67,49,1.80,59,1.73,60,3.42,58,3.29,56,2.50,57,2.17,56,2.24,0.00
D,579,Sessegnon,4.5,4.5,Fulham,15,0.66,19,0.84,19,0.79,22,0.89,23,0.53,24,0.95,23,0.95,26,1.23,0.00
D,580,Huijsen,4.5,4.5,Bournemouth,19,0.72,17,0.58,22,0.48,24,1.06,25,0.96,23,0.64,27,0.81,29,0.73,0.00
G,581,Jørgensen,4.5,4.5,Chelsea,3,0.10,4,0.15,5,0.18,6,0.25,11,0.42,11,0.34,10,0.36,12,0.41,0.00
D,582,O'Brien,4.9,4.9,Everton,49,1.68,38,0.93,17,0.56,11,0.39,12,0.36,13,0.48,13,0.49,14,0.49,0.00
D,583,Townsend,4.0,4.0,Ipswich,8,0.31,10,0.28,11,0.40,8,0.25,8,0.23,9,0.34,8,0.25,9,0.38,0.00
M,584,Brereton Díaz,5.5,5.5,Southampton,71,3.57,70,3.72,67,4.52,66,3.30,64,2.32,64,4.04,63,2.26,65,3.90,0.03
M,585,I.Sarr,5.9,5.9,Crystal Palace,53,2.43,55,3.52,55,3.00,57,2.98,56,2.69,56,2.91,54,2.83,54,2.82,0.00
D,586,J.Cuenca,4.5,4.5,Fulham,2,0.06,3,0.11,5,0.18,6,0.22,9,0.19,8,0.27,9,0.33,10,0.38,0.00
M,587,Summerville,5.9,5.9,West Ham,17,0.86,17,0.97,20,1.20,21,1.18,22,1.61,22,1.16,23,1.40,24,1.36,0.00
M,588,G.Rodríguez,5.0,5.0,West Ham,82,2.03,78,2.17,77,2.10,75,2.11,74,2.38,74,1.91,74,2.11,73,2.04,0.00
F,589,Füllkrug,7.0,7.0,West Ham,44,2.16,49,2.81,55,3.17,54,3.02,53,3.83,53,2.65,52,3.14,49,2.78,0.00
F,590,Osula,5.0,5.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,591,Todibo,4.5,4.5,West Ham,65,1.16,78,2.28,76,1.86,75,2.20,73,2.98,73,1.31,71,2.04,72,2.15,0.00
D,592,J.Araujo,4.5,4.5,Bournemouth,44,1.58,42,1.29,42,0.79,45,2.02,42,1.63,42,1.05,44,1.20,43,1.03,0.00
D,593,De Ligt,5.0,5.0,Man Utd,60,1.43,82,2.96,81,2.39,78,2.28,77,2.00,78,3.19,78,2.26,79,2.22,0.00
D,594,Mazraoui,4.5,4.5,Man Utd,83,2.22,57,2.48,35,1.32,29,1.13,29,1.04,28,1.34,27,1.07,30,1.15,0.00
M,595,Gruda,5.5,5.5,Brighton,20,0.88,26,1.72,31,1.80,33,1.54,30,1.59,31,1.50,30,1.74,31,1.35,0.00
M,596,Jota Silva,6.0,6.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,597,Lewis-Skelly,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,598,Bogarde,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,599,Dennis,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
M,600,Ayari,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.08,0.00
M,601,Moran,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,602,Trevitt,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,603,Armstrong,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,604,King,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,605,Godo,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,606,Alves,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,607,O’Reilly,5.0,5.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,608,Dibling,4.5,4.5,Southampton,3,0.22,3,0.21,3,0.27,3,0.24,4,0.24,5,0.36,4,0.23,4,0.35,0.00
F,609,Lankshear,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,610,Moore,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,611,Szmodics,6.0,6.0,Ipswich,66,3.72,73,3.15,68,3.57,63,3.10,61,2.87,61,3.40,58,2.72,63,3.68,0.00
M,612,Odobert,5.5,5.5,Spurs,20,1.19,23,1.17,21,1.36,23,1.26,25,1.36,24,1.52,27,1.43,24,1.37,0.00
M,613,Collyer,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,614,Metcalfe,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,615,Rushworth,4.0,4.0,Brighton,2,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,616,Nelson,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,617,Evanilson,6.0,6.0,Bournemouth,78,4.08,73,3.77,64,2.72,61,3.99,60,3.35,60,2.58,62,2.88,61,2.62,0.00
M,618,Georginio,5.5,5.5,Brighton,27,1.19,24,1.65,26,1.75,27,1.40,27,1.58,28,1.56,26,1.71,26,1.27,0.00
M,619,Cajuste,4.5,4.5,Ipswich,22,0.96,30,1.10,32,1.24,30,1.15,32,1.18,35,1.38,30,1.13,32,1.31,0.00
M,620,Sosa,5.5,5.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,621,João Félix,6.5,6.5,Chelsea,43,2.78,54,3.29,53,3.35,52,3.46,51,3.80,52,2.54,50,3.46,51,2.92,0.00
M,622,Berge,5.0,5.0,Fulham,56,1.90,77,2.57,75,2.38,74,2.26,73,1.81,72,2.19,71,2.22,71,2.39,0.00
M,623,M.Fernandes,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,624,Begovic,4.0,4.0,Everton,1,0.05,2,0.05,2,0.10,3,0.12,3,0.11,3,0.11,3,0.13,3,0.10,0.00
M,625,Gündogan,6.5,6.5,Man City,49,2.44,53,3.14,50,2.21,51,2.64,48,2.95,52,2.87,50,3.38,48,2.54,0.00
D,626,Kaboré,4.5,4.5,Man City,2,0.09,1,0.07,3,0.12,3,0.14,4,0.17,3,0.16,4,0.22,5,0.20,0.00
D,627,Dixon,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10001,Josh Wilson-Esbrand,99.9,99.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10011,Malick Junior Yalcouyé,99.9,99.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,10039,Billy Crellin,99.9,99.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,10068,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10069,Harrison Ashby,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10070,Ed Turns,99.9,99.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10075,Jensen Weir,99.9,99.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,10076,Matthew Cox,99.9,99.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10077,Paris Maghoma,99.9,99.9,Brentford,0,0.00,0,0.00,2,0.09,2,0.11,3,0.14,2,0.11,2,0.12,1,0.08,0.00
M,10083,Daniel Gore,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10086,Chem Campbell,99.9,99.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10087,Gavin Kilkenny,99.9,99.9,Bournemouth,0,0.00,1,0.08,2,0.10,2,0.12,1,0.10,2,0.14,2,0.13,2,0.12,0.00
G,10088,Harry Tyrer,99.9,99.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,10093,Vitezslav Jaros,99.9,99.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10098,Imari Samuels,99.9,99.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,10107,Tino Anjorin,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10110,Harry Amass,99.9,99.9,Man Utd,5,0.15,4,0.15,2,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,10112,Ethan Wheatley,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10120,Ferdi Kadıoğlu,99.9,99.9,Brighton,29,0.66,28,1.41,36,1.58,37,0.95,34,1.12,38,1.10,35,1.60,36,0.74,0.00
F,10122,Victor Osimhen,99.9,99.9,Chelsea,11,0.76,25,1.48,27,1.61,25,1.55,25,1.75,26,1.25,25,1.65,23,1.30,0.00
G,10127,Killian Cahill,99.9,99.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10129,Zach Abbott,99.9,99.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,0,0.00,0.00
M,10130,Mateus Fernandes,99.9,99.9,Southampton,4,0.16,3,0.13,4,0.18,4,0.17,6,0.21,6,0.24,6,0.22,7,0.29,0.00
M,10131,Mikel Merino,99.9,99.9,Arsenal,7,0.38,31,1.38,32,1.20,32,1.86,32,1.86,32,1.50,32,1.45,33,1.53,0.00
G,10134,Louie Moulden,99.9,99.9,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,10135,Jack Clarke,99.9,99.9,Ipswich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10136,Dara O'Shea,99.9,99.9,Ipswich,69,2.05,68,1.20,67,1.74,65,1.50,65,1.25,65,2.10,65,1.55,64,2.15,0.00
